solver,derivative,problem,start,extent,m,n,elapsed_ms,termination,lre,final_cost,lambda,gradient_inf_norm,step_norm,iterations,function_evaluations,jacobian_evaluations,linear_solves,accepted_steps,rejected_steps
levmar,analytic,Bennett5,start1,dynamic,154,3,5.9189230000000004,small_step,8.3603093429862625,0.00026202372036310224,111868.5357404973,1.4467990264166453e-08,1.1298042046699246e-17,377,739,363,377,362,14
levmar,analytic,Bennett5,start1,static,154,3,5.7984900000000001,small_step,8.3603093429862625,0.00026202372036310224,111868.5357404973,1.4467990264166453e-08,1.1298042046699246e-17,377,739,363,377,362,14
levmar,analytic,Bennett5,start2,dynamic,154,3,9.2078379999999989,small_step,8.3791209234134936,0.00026202372036312241,10430.663115707743,1.5434600555974676e-08,1.3414221119159631e-16,588,1164,577,588,576,11
levmar,analytic,Bennett5,start2,static,154,3,9.2035400000000003,small_step,8.3791209234134936,0.00026202372036312241,10430.663115707743,1.5434600555974676e-08,1.3414221119159631e-16,588,1164,577,588,576,11
levmar,analytic,BoxBOD,start1,dynamic,6,2,0.025579999999999999,small_step,9.0179516645904556,584.00443827777576,13196368.137590626,1.1055418511318749e-05,1.4658341608911525e-17,65,101,37,65,36,28
levmar,analytic,BoxBOD,start1,static,6,2,0.047262000000000005,small_step,9.0179516645904556,584.00443827777576,13196368.137590626,1.1055418511318749e-05,1.4658341608911525e-17,65,101,37,65,36,28
levmar,analytic,BoxBOD,start2,dynamic,6,2,0.0086569999999999998,small_step,8.4853534534925679,584.00443827777576,5611299.3121070275,3.761154626147345e-05,4.8210514389612667e-17,24,37,14,24,13,10
levmar,analytic,BoxBOD,start2,static,6,2,0.0079249999999999998,small_step,8.4853534534925679,584.00443827777576,5611299.3121070275,3.761154626147345e-05,4.8210514389612667e-17,24,37,14,24,13,10
levmar,analytic,Chwirut1,start1,dynamic,214,3,0.34335500000000002,small_cost_reduction,9.6925084227207474,1192.2385696546751,6.8509747815634976e-07,3.2685575661162147e-05,6.9203745582523876e-10,19,34,15,19,14,5
levmar,analytic,Chwirut1,start1,static,214,3,0.33200299999999999,small_cost_reduction,9.6925084227207474,1192.2385696546751,6.8509747815634976e-07,3.2685575661162147e-05,6.9203745582523876e-10,19,34,15,19,14,5
levmar,analytic,Chwirut1,start2,dynamic,214,3,0.16137299999999999,small_cost_reduction,9.9580808779727796,1192.2385696546746,1.5241579027587254e-08,3.4547943698726158e-05,5.6525496480956542e-10,8,17,9,8,8,0
levmar,analytic,Chwirut1,start2,static,214,3,0.17863699999999999,small_cost_reduction,9.9580808779727796,1192.2385696546746,1.5241579027587254e-08,3.4547943698726158e-05,5.6525496480956542e-10,8,17,9,8,8,0
levmar,analytic,Chwirut2,start1,dynamic,54,3,0.090255000000000002,small_cost_reduction,9.7215625543943691,256.52401470343273,5.4807798252507981e-06,1.0813815833898843e-06,6.0831668817180611e-10,21,36,15,21,14,7
levmar,analytic,Chwirut2,start1,static,54,3,0.091006000000000004,small_cost_reduction,9.7215625543943691,256.52401470343273,5.4807798252507981e-06,1.0813815833898843e-06,6.0831668817180611e-10,21,36,15,21,14,7
levmar,analytic,Chwirut2,start2,dynamic,54,3,0.043964999999999997,small_cost_reduction,9.8805846119551539,256.52401470343278,7.8394856523906701e-08,7.9614858350396389e-07,4.2126669533907379e-10,9,18,9,9,8,1
levmar,analytic,Chwirut2,start2,static,54,3,0.042722999999999997,small_cost_reduction,9.8805846119551539,256.52401470343278,7.8394856523906701e-08,7.9614858350396389e-07,4.2126669533907379e-10,9,18,9,9,8,1
levmar,analytic,DanWood,start1,dynamic,6,2,0.012003,small_step,11,0.0021586542041455081,0.16600159608396234,1.6264767310758543e-14,1.3204670277952571e-16,23,33,11,23,10,12
levmar,analytic,DanWood,start1,static,6,2,0.011953,small_step,11,0.0021586542041455081,0.16600159608396234,1.6264767310758543e-14,1.3204670277952571e-16,23,33,11,23,10,12
levmar,analytic,DanWood,start2,dynamic,6,2,0.007254,small_step,11,0.0021586542041455246,6.1370703246456317,3.5138558729386205e-14,1.6947928495007785e-16,19,26,8,19,7,11
levmar,analytic,DanWood,start2,static,6,2,0.020299999999999999,small_step,11,0.0021586542041455246,6.1370703246456317,3.5138558729386205e-14,1.6947928495007785e-16,19,26,8,19,7,11
levmar,analytic,Eckerle4,start1,dynamic,35,3,0.24049600000000002,small_step,10.52017302120227,0.00073179437436373502,709.36328423521059,4.5822544608519568e-14,8.0457411422554562e-17,95,144,50,95,49,45
levmar,analytic,Eckerle4,start1,static,35,3,0.29649400000000004,small_step,10.52017302120227,0.00073179437436373502,709.36328423521059,4.5822544608519568e-14,8.0457411422554562e-17,95,144,50,95,49,45
levmar,analytic,Eckerle4,start2,dynamic,35,3,0.045658000000000004,small_step,10.627002547194913,0.00073179437436373534,178755.12924265605,1.1093648289544676e-12,7.592500557153226e-18,19,28,10,19,9,9
levmar,analytic,Eckerle4,start2,static,35,3,0.045207000000000004,small_step,10.627002547194913,0.00073179437436373534,178755.12924265605,1.1093648289544676e-12,7.592500557153226e-18,19,28,10,19,9,9
levmar,analytic,ENSO,start1,dynamic,168,9,2.8480400000000001,small_cost_reduction,6.9652518876959935,394.26989334145583,0.001646223545920543,1.8976956186189664e-06,1.1062698536964327e-07,41,78,37,41,36,5
levmar,analytic,ENSO,start1,static,168,9,2.8992599999999999,small_cost_reduction,6.9652518876959935,394.26989334145583,0.001646223545920543,1.8976956186189664e-06,1.1062698536964327e-07,41,78,37,41,36,5
levmar,analytic,ENSO,start2,dynamic,168,9,2.7229179999999999,small_cost_reduction,6.9177264415425261,394.26989334145588,0.0001755065094911104,2.06455340134859e-06,1.2060127711414942e-07,37,75,38,37,37,0
levmar,analytic,ENSO,start2,static,168,9,2.7105440000000001,small_cost_reduction,6.9177264415425261,394.26989334145588,0.0001755065094911104,2.06455340134859e-06,1.2060127711414942e-07,37,75,38,37,37,0
levmar,analytic,Gauss1,start1,dynamic,250,8,0.81184400000000001,small_step,8.7081460997661164,657.91112160168836,14826665439.902866,0.0082046996762983326,3.2474958842803291e-19,16,21,6,16,5,10
levmar,analytic,Gauss1,start1,static,250,8,0.78881899999999994,small_step,8.7081460997661164,657.91112160168836,14826665439.902866,0.0082046996762983326,3.2474958842803291e-19,16,21,6,16,5,10
levmar,analytic,Gauss1,start2,dynamic,250,8,0.96023099999999995,small_step,8.6483852700230699,657.91112160168825,308888863.33130968,0.010056837233150873,3.6125508497655817e-17,20,26,7,20,6,13
levmar,analytic,Gauss1,start2,static,250,8,0.968167,small_step,8.6483852700230699,657.91112160168825,308888863.33130968,0.010056837233150873,3.6125508497655817e-17,20,26,7,20,6,13
levmar,analytic,Gauss2,start1,dynamic,250,8,0.55622799999999994,small_cost_reduction,10.33125018509867,623.76410461549926,9.1449474165523525e-08,7.9438905231654644e-08,2.2690491879370728e-09,8,16,8,8,7,1
levmar,analytic,Gauss2,start1,static,250,8,0.56566699999999992,small_cost_reduction,10.33125018509867,623.76410461549926,9.1449474165523525e-08,7.9438905231654644e-08,2.2690491879370728e-09,8,16,8,8,7,1
levmar,analytic,Gauss2,start2,dynamic,250,8,0.66503999999999996,small_cost_reduction,10.328448492670683,623.76410461549938,4.6822130772748045e-05,6.2832441471982747e-09,5.1248111837558898e-09,11,19,8,11,7,4
levmar,analytic,Gauss2,start2,static,250,8,0.69283300000000003,small_cost_reduction,10.328448492670683,623.76410461549938,4.6822130772748045e-05,6.2832441471982747e-09,5.1248111837558898e-09,11,19,8,11,7,4
levmar,analytic,Gauss3,start1,dynamic,250,8,0.85033799999999993,small_cost_reduction,10.46088517978874,622.2423180065781,0.002311279108191901,1.4615161489928141e-06,2.38365152310748e-09,15,24,9,15,8,7
levmar,analytic,Gauss3,start1,static,250,8,0.89950299999999994,small_cost_reduction,10.46088517978874,622.2423180065781,0.002311279108191901,1.4615161489928141e-06,2.38365152310748e-09,15,24,9,15,8,7
levmar,analytic,Gauss3,start2,dynamic,250,8,1.029736,small_step,9.1377248928422237,622.2423180065781,222132366.25934464,4.6902976009732811e-05,1.1216968350519373e-17,20,27,8,20,7,12
levmar,analytic,Gauss3,start2,static,250,8,1.0057,small_step,9.1377248928422237,622.2423180065781,222132366.25934464,4.6902976009732811e-05,1.1216968350519373e-17,20,27,8,20,7,12
levmar,analytic,Hahn1,start1,dynamic,236,7,1.1868300000000001,small_step,7.9859261925126841,0.76621914268030933,574.48792298041712,0.034103443846106529,4.311515104500734e-19,26,42,17,26,16,9
levmar,analytic,Hahn1,start1,static,236,7,1.1598380000000001,small_step,7.9859261925126841,0.76621914268030933,574.48792298041712,0.034103443846106529,4.311515104500734e-19,26,42,17,26,16,9
levmar,analytic,Hahn1,start2,dynamic,236,7,1.340619,small_step,9.9940903157916221,0.76621914268030744,8.3419679426045441,0.00037682754918932915,1.0556332540002465e-16,29,48,20,29,19,9
levmar,analytic,Hahn1,start2,static,236,7,1.3297079999999999,small_step,9.9940903157916221,0.76621914268030744,8.3419679426045441,0.00037682754918932915,1.0556332540002465e-16,29,48,20,29,19,9
levmar,analytic,Kirby2,start1,dynamic,151,5,0.47550199999999998,small_step,9.7576504508162785,1.9525369811954274,456.77988320069454,0.0002817218191921711,9.6276527184170383e-17,26,38,13,26,12,13
levmar,analytic,Kirby2,start1,static,151,5,0.46060200000000001,small_step,9.7576504508162785,1.9525369811954274,456.77988320069454,0.0002817218191921711,9.6276527184170383e-17,26,38,13,26,12,13
levmar,analytic,Kirby2,start2,dynamic,151,5,0.36022799999999999,small_step,8.5061377793161057,1.9525369811954238,3331.4382877213234,0.002514040214009583,2.0113738557172404e-16,20,28,9,20,8,11
levmar,analytic,Kirby2,start2,static,151,5,0.33971899999999999,small_step,8.5061377793161057,1.9525369811954238,3331.4382877213234,0.002514040214009583,2.0113738557172404e-16,20,28,9,20,8,11
levmar,analytic,Lanczos1,start1,dynamic,24,6,0.53950500000000001,small_step,10.557822200644596,7.1364679465680927e-26,0.21248947010065178,3.8790240167537275e-16,7.2563671702550095e-17,112,209,98,112,97,14
levmar,analytic,Lanczos1,start1,static,24,6,0.53799299999999994,small_step,10.557822200644596,7.1364679465680927e-26,0.21248947010065178,3.8790240167537275e-16,7.2563671702550095e-17,112,209,98,112,97,14
levmar,analytic,Lanczos1,start2,dynamic,24,6,0.46839800000000004,small_gradient,10.552593345221378,7.1401301216166445e-26,2.246010356456982e-11,1.1412069495115437e-16,6.3062955820989557e-13,95,185,90,95,89,6
levmar,analytic,Lanczos1,start2,static,24,6,0.46346799999999999,small_gradient,10.552593345221378,7.1401301216166445e-26,2.246010356456982e-11,1.1412069495115437e-16,6.3062955820989557e-13,95,185,90,95,89,6
levmar,analytic,Lanczos2,start1,dynamic,24,6,0.5265200000000001,small_gradient,10.403303614559665,1.1149714061711793e-11,4.7721383264679105e-12,4.3145174752431784e-17,2.7802596429177555e-10,96,191,95,96,94,2
levmar,analytic,Lanczos2,start1,static,24,6,0.46649499999999999,small_gradient,10.403303614559665,1.1149714061711793e-11,4.7721383264679105e-12,4.3145174752431784e-17,2.7802596429177555e-10,96,191,95,96,94,2
levmar,analytic,Lanczos2,start2,dynamic,24,6,0.47101300000000001,small_step,9.5292194386147067,1.1149714060759096e-11,2.5224478076496082,7.7400976041547428e-16,5.2269745808168621e-17,99,185,87,99,86,12
levmar,analytic,Lanczos2,start2,static,24,6,0.48514100000000004,small_step,9.5292194386147067,1.1149714060759096e-11,2.5224478076496082,7.7400976041547428e-16,5.2269745808168621e-17,99,185,87,99,86,12
levmar,analytic,Lanczos3,start1,dynamic,24,6,0.55184,small_step,7.6722157106936208,8.058596796776732e-09,22.852556134063924,6.6955660212305465e-16,1.433136025016091e-17,114,213,100,114,99,14
levmar,analytic,Lanczos3,start1,static,24,6,0.52599899999999999,small_step,7.6722157106936208,8.058596796776732e-09,22.852556134063924,6.6955660212305465e-16,1.433136025016091e-17,114,213,100,114,99,14
levmar,analytic,Lanczos3,start2,dynamic,24,6,0.54154999999999998,small_step,8.780292369574898,8.0585967967730626e-09,1.3716052985180003,3.7248142168354339e-16,8.9247685734849059e-17,104,195,92,104,91,12
levmar,analytic,Lanczos3,start2,static,24,6,0.483016,small_step,8.780292369574898,8.0585967967730626e-09,1.3716052985180003,3.7248142168354339e-16,8.9247685734849059e-17,104,195,92,104,91,12
levmar,analytic,MGH09,start1,dynamic,11,4,0.136104,small_step,7.7477762608209009,0.00015375280192461859,1518574.6466298292,1.5943626193587468e-11,1.0509184012714926e-17,109,186,78,109,77,31
levmar,analytic,MGH09,start1,static,11,4,0.13051299999999999,small_step,7.7477762608209009,0.00015375280192461859,1518574.6466298292,1.5943626193587468e-11,1.0509184012714926e-17,109,186,78,109,77,31
levmar,analytic,MGH09,start2,dynamic,11,4,0.048864999999999999,small_step,7.5630685187925302,0.00015375280192461853,23057161.462747134,4.6508023127111997e-11,2.0728426573471086e-18,40,67,28,40,27,12
levmar,analytic,MGH09,start2,static,11,4,0.045096999999999998,small_step,7.5630685187925302,0.00015375280192461853,23057161.462747134,4.6508023127111997e-11,2.0728426573471086e-18,40,67,28,40,27,12
levmar,analytic,MGH10,start1,dynamic,16,3,14.882057000000001,max_iterations,-0,732683.11436410132,9.9999999999999998e-17,9.7197185728110661e+48,0.38517934231208323,10000,19956,9956,10000,9955,45
levmar,analytic,MGH10,start1,static,16,3,14.184234,max_iterations,-0,732683.11436410132,9.9999999999999998e-17,9.7197185728110661e+48,0.38517934231208323,10000,19956,9956,10000,9955,45
levmar,analytic,MGH10,start2,dynamic,16,3,0.230877,small_step,10.921838131299593,43.972927585339171,211.96506609990971,0.00019484339281916618,1.6660734576423752e-16,164,310,147,164,146,17
levmar,analytic,MGH10,start2,static,16,3,0.21926500000000002,small_step,10.921838131299593,43.972927585339171,211.96506609990971,0.00019484339281916618,1.6660734576423752e-16,164,310,147,164,146,17
levmar,analytic,MGH17,start1,dynamic,33,5,2.2041529999999998,small_step,7.4434383557914696,2.7324473487413087e-05,225.24771064022096,8.9267673027831895e-10,2.6072795299654244e-17,422,802,381,422,380,41
levmar,analytic,MGH17,start1,static,33,5,2.1365419999999999,small_step,7.4434383557914696,2.7324473487413087e-05,225.24771064022096,8.9267673027831895e-10,2.6072795299654244e-17,422,802,381,422,380,41
levmar,analytic,MGH17,start2,dynamic,33,5,0.124711,small_step,9.7613138893093616,2.7324473487412816e-05,204.744791319922,4.7964367801958327e-12,4.8207482368306898e-18,27,43,17,27,16,10
levmar,analytic,MGH17,start2,static,33,5,0.12167500000000001,small_step,9.7613138893093616,2.7324473487412816e-05,204.744791319922,4.7964367801958327e-12,4.8207482368306898e-18,27,43,17,27,16,10
levmar,analytic,Misra1a,start1,dynamic,14,2,0.022483000000000003,small_step,10.726647744299786,0.062275694472197038,55524.258901809961,1.0454314178787172e-06,8.5632557794455901e-18,29,43,15,29,14,14
levmar,analytic,Misra1a,start1,static,14,2,0.025097999999999999,small_step,10.726647744299786,0.062275694472197038,55524.258901809961,1.0454314178787172e-06,8.5632557794455901e-18,29,43,15,29,14,14
levmar,analytic,Misra1a,start2,dynamic,14,2,0.011491999999999999,small_step,11,0.062275694472194505,147.54762675591405,8.3928171079605818e-09,1.4722730954086429e-16,17,24,8,17,7,9
levmar,analytic,Misra1a,start2,static,14,2,0.01044,small_step,11,0.062275694472194505,147.54762675591405,8.3928171079605818e-09,1.4722730954086429e-16,17,24,8,17,7,9
levmar,analytic,Misra1b,start1,dynamic,14,2,0.020931000000000002,small_step,10.928102695780151,0.037732340766696452,18767.522808671369,1.4381839719135314e-07,2.6490463325495541e-18,18,26,9,18,8,9
levmar,analytic,Misra1b,start1,static,14,2,0.018595999999999998,small_step,10.928102695780151,0.037732340766696452,18767.522808671369,1.4381839719135314e-07,2.6490463325495541e-18,18,26,9,18,8,9
levmar,analytic,Misra1b,start2,dynamic,14,2,0.015480000000000001,small_step,10.958036717000381,0.03773234076669154,46.56046387949489,5.5988493841141462e-09,1.4354842703328984e-16,18,26,9,18,8,9
levmar,analytic,Misra1b,start2,static,14,2,0.014447999999999999,small_step,10.958036717000381,0.03773234076669154,46.56046387949489,5.5988493841141462e-09,1.4354842703328984e-16,18,26,9,18,8,9
levmar,analytic,Misra1c,start1,dynamic,14,2,0.017954999999999999,small_step,10.801773371800595,0.020483418485340806,19.332365207267987,3.7471181713044643e-10,6.3677110094350855e-17,22,32,11,22,10,11
levmar,analytic,Misra1c,start1,static,14,2,0.017965000000000002,small_step,10.801773371800595,0.020483418485340806,19.332365207267987,3.7471181713044643e-10,6.3677110094350855e-17,22,32,11,22,10,11
levmar,analytic,Misra1c,start2,dynamic,14,2,0.011523,small_step,10.739305969152078,0.020483418485325668,6342.9256059441395,3.5456105251796544e-07,1.1679555703690818e-17,17,24,8,17,7,9
levmar,analytic,Misra1c,start2,static,14,2,0.010701,small_step,10.739305969152078,0.020483418485325668,6342.9256059441395,3.5456105251796544e-07,1.1679555703690818e-17,17,24,8,17,7,9
levmar,analytic,Misra1d,start1,dynamic,14,2,0.017384,small_step,11,0.02820964764132132,698.26222360412521,1.4297256711870432e-08,8.4791399342661177e-17,22,31,10,22,9,12
levmar,analytic,Misra1d,start1,static,14,2,0.015811000000000002,small_step,11,0.02820964764132132,698.26222360412521,1.4297256711870432e-08,8.4791399342661177e-17,22,31,10,22,9,12
levmar,analytic,Misra1d,start2,dynamic,14,2,0.012465,small_step,9.8130123764172197,0.028209647641320806,12870369.305471236,3.9648875826969743e-06,1.3378630973957616e-18,22,29,8,22,7,14
levmar,analytic,Misra1d,start2,static,14,2,0.011542,small_step,9.8130123764172197,0.028209647641320806,12870369.305471236,3.9648875826969743e-06,1.3378630973957616e-18,22,29,8,22,7,14
levmar,analytic,Nelson,start1,dynamic,128,3,0.81285600000000002,small_cost_reduction,9.2734438039043887,1.8988416588225741,7.6846736434089293e-08,5.245208740234375e-05,1.8053068775560828e-10,75,136,61,75,60,15
levmar,analytic,Nelson,start1,static,128,3,0.85890500000000003,small_cost_reduction,9.2734438039043887,1.8988416588225741,7.6846736434089293e-08,5.245208740234375e-05,1.8053068775560828e-10,75,136,61,75,60,15
levmar,analytic,Nelson,start2,dynamic,128,3,0.38177000000000005,small_step,9.8387175817809709,1.8988416588225734,31.55788225346905,1.8656253814697266e-05,1.5963739219104879e-17,37,61,25,37,24,12
levmar,analytic,Nelson,start2,static,128,3,0.36304399999999998,small_step,9.8387175817809709,1.8988416588225734,31.55788225346905,1.8656253814697266e-05,1.5963739219104879e-17,37,61,25,37,24,12
levmar,analytic,Rat42,start1,dynamic,9,3,0.021631999999999998,small_step,10.345709910338096,4.0282614669056196,337310.43471240345,6.023137757438235e-07,1.856267884670479e-17,25,37,13,25,12,12
levmar,analytic,Rat42,start1,static,9,3,0.022433999999999999,small_step,10.345709910338096,4.0282614669056196,337310.43471240345,6.023137757438235e-07,1.856267884670479e-17,25,37,13,25,12,12
levmar,analytic,Rat42,start2,dynamic,9,3,0.021010999999999998,small_step,11,4.0282614669056391,130895.7706532093,1.514837322247331e-08,1.7646109596879068e-18,22,31,10,22,9,12
levmar,analytic,Rat42,start2,static,9,3,0.020088999999999999,small_step,11,4.0282614669056391,130895.7706532093,1.514837322247331e-08,1.7646109596879068e-18,22,31,10,22,9,12
levmar,analytic,Rat43,start1,dynamic,15,4,0.100715,small_step,8.3968291188858739,4393.2024539815657,22639593.474506129,0.00072034070205972967,3.4652351677711393e-17,44,66,23,44,22,21
levmar,analytic,Rat43,start1,static,15,4,0.089543999999999999,small_step,8.3968291188858739,4393.2024539815657,22639593.474506129,0.00072034070205972967,3.4652351677711393e-17,44,66,23,44,22,21
levmar,analytic,Rat43,start2,dynamic,15,4,0.038073000000000003,small_step,7.7820759278345202,4393.2024539815648,19300263.556457803,0.0012831390335463766,5.8626708762148105e-17,20,30,11,20,10,9
levmar,analytic,Rat43,start2,static,15,4,0.037492999999999999,small_step,7.7820759278345202,4393.2024539815648,19300263.556457803,0.0012831390335463766,5.8626708762148105e-17,20,30,11,20,10,9
levmar,analytic,Roszman1,start1,dynamic,25,4,0.098551,small_cost_reduction,9.6631945685474729,0.00024742423665484356,0.0054479659333043096,4.2210679396248452e-13,8.1335768189199505e-15,29,49,20,29,19,10
levmar,analytic,Roszman1,start1,static,25,4,0.127748,small_cost_reduction,9.6631945685474729,0.00024742423665484356,0.0054479659333043096,4.2210679396248452e-13,8.1335768189199505e-15,29,49,20,29,19,10
levmar,analytic,Roszman1,start2,dynamic,25,4,0.088871999999999993,small_step,8.3645820201172718,0.00024742423665484388,54.490208578770307,4.9060755458185668e-13,4.6165614355021291e-17,30,47,18,30,17,12
levmar,analytic,Roszman1,start2,static,25,4,0.084042999999999993,small_step,8.3645820201172718,0.00024742423665484388,54.490208578770307,4.9060755458185668e-13,4.6165614355021291e-17,30,47,18,30,17,12
levmar,analytic,Thurber,start1,dynamic,37,7,0.44084400000000001,small_step,7.8363253154476835,2821.3541198334392,125211744.45216347,0.0079077837654040195,1.1548902390362325e-17,55,91,37,55,36,18
levmar,analytic,Thurber,start1,static,37,7,0.44719699999999996,small_step,7.8363253154476835,2821.3541198334392,125211744.45216347,0.0079077837654040195,1.1548902390362325e-17,55,91,37,55,36,18
levmar,analytic,Thurber,start2,dynamic,37,7,0.339308,small_step,8.3792784756111551,2821.3541198334287,128219.46295892555,0.0017040335442288779,1.7002007942946842e-16,44,71,28,44,27,16
levmar,analytic,Thurber,start2,static,37,7,0.32637299999999997,small_step,8.3792784756111551,2821.3541198334287,128219.46295892555,0.0017040335442288779,1.7002007942946842e-16,44,71,28,44,27,16
levmar,autodiff,Bennett5,start1,dynamic,154,3,6.1401820000000003,small_step,6.7387556364475403,0.00026202372036309682,5344997.5134680429,1.9087942125517454e-07,3.121225347492663e-18,377,738,362,377,361,15
levmar,autodiff,Bennett5,start1,static,154,3,5.6064879999999997,small_step,6.7387556364475403,0.00026202372036309682,5344997.5134680429,1.9087942125517454e-07,3.121225347492663e-18,377,738,362,377,361,15
levmar,autodiff,Bennett5,start2,dynamic,154,3,10.177206,small_step,8.102053943323817,0.00026202372036311492,13.569250130659622,3.12620901388172e-11,1.4370022971459634e-16,592,1169,578,592,577,14
levmar,autodiff,Bennett5,start2,static,154,3,8.8440329999999996,small_step,8.102053943323817,0.00026202372036311492,13.569250130659622,3.12620901388172e-11,1.4370022971459634e-16,592,1169,578,592,577,14
levmar,autodiff,BoxBOD,start1,dynamic,6,2,0.033494999999999997,small_cost_reduction,10.375839608895221,584.00443827777576,1.0418426131756734e-08,5.01035898992086e-07,7.5995609921249884e-09,56,95,39,56,38,18
levmar,autodiff,BoxBOD,start1,static,6,2,0.021501999999999997,small_cost_reduction,10.375839608895221,584.00443827777576,1.0418426131756734e-08,5.01035898992086e-07,7.5995609921249884e-09,56,95,39,56,38,18
levmar,autodiff,BoxBOD,start2,dynamic,6,2,0.025950000000000001,small_step,8.4853534534925679,584.00443827777576,5611299.3599205567,3.761154626147345e-05,4.821051397881393e-17,24,37,14,24,13,10
levmar,autodiff,BoxBOD,start2,static,6,2,0.0076150000000000002,small_step,8.4853534534925679,584.00443827777576,5611299.3599205567,3.761154626147345e-05,4.821051397881393e-17,24,37,14,24,13,10
levmar,autodiff,Chwirut1,start1,dynamic,214,3,0.39522599999999997,small_cost_reduction,9.6925068623665283,1192.2385696546746,6.8509747815634976e-07,3.2685787004993472e-05,6.9203732435437136e-10,19,34,15,19,14,5
levmar,autodiff,Chwirut1,start1,static,214,3,0.31837700000000002,small_cost_reduction,9.6925068623665283,1192.2385696546746,6.8509747815634976e-07,3.2685787004993472e-05,6.9203732435437136e-10,19,34,15,19,14,5
levmar,autodiff,Chwirut1,start2,dynamic,214,3,0.22167899999999999,small_cost_reduction,9.9579296240837927,1192.2385696546751,7.1592593119840435e-08,3.4547958307484805e-05,5.6524750342363543e-10,9,18,9,9,8,1
levmar,autodiff,Chwirut1,start2,static,214,3,0.16881699999999999,small_cost_reduction,9.9579296240837927,1192.2385696546751,7.1592593119840435e-08,3.4547958307484805e-05,5.6524750342363543e-10,9,18,9,9,8,1
levmar,autodiff,Chwirut2,start1,dynamic,54,3,0.13209599999999999,small_cost_reduction,9.7373373698281132,256.52401470343267,0.95783569767369681,2.2893116238265065e-06,5.184298156186219e-13,27,43,16,27,15,12
levmar,autodiff,Chwirut2,start1,static,54,3,0.10437199999999999,small_cost_reduction,9.7373373698281132,256.52401470343267,0.95783569767369681,2.2893116238265065e-06,5.184298156186219e-13,27,43,16,27,15,12
levmar,autodiff,Chwirut2,start2,dynamic,54,3,0.087899999999999992,small_step,9.8805857113040467,256.52401470343267,2758274.0723020863,7.9706410360813607e-07,4.9184904350646385e-19,19,27,9,19,8,10
levmar,autodiff,Chwirut2,start2,static,54,3,0.065466999999999997,small_step,9.8805857113040467,256.52401470343267,2758274.0723020863,7.9706410360813607e-07,4.9184904350646385e-19,19,27,9,19,8,10
levmar,autodiff,DanWood,start1,dynamic,6,2,0.015851000000000001,small_step,11,0.0021586542041455211,5.97605746408132,1.4654943925052066e-14,1.3434418035314302e-17,18,26,9,18,8,9
levmar,autodiff,DanWood,start1,static,6,2,0.009078000000000001,small_step,11,0.0021586542041455211,5.97605746408132,1.4654943925052066e-14,1.3434418035314302e-17,18,26,9,18,8,9
levmar,autodiff,DanWood,start2,dynamic,6,2,0.010010000000000002,small_step,11,0.0021586542041455246,6.1370703246456317,3.5138558729386205e-14,1.6947928495007785e-16,19,26,8,19,7,11
levmar,autodiff,DanWood,start2,static,6,2,0.0062220000000000001,small_step,11,0.0021586542041455246,6.1370703246456317,3.5138558729386205e-14,1.6947928495007785e-16,19,26,8,19,7,11
levmar,autodiff,Eckerle4,start1,dynamic,35,3,0.28315899999999999,small_step,10.557081010865135,0.00073179437436373545,1089661.7436614379,4.445552129020964e-13,4.9950131846426093e-19,91,139,49,91,48,42
levmar,autodiff,Eckerle4,start1,static,35,3,0.22307300000000002,small_step,10.557081010865135,0.00073179437436373545,1089661.7436614379,4.445552129020964e-13,4.9950131846426093e-19,91,139,49,91,48,42
levmar,autodiff,Eckerle4,start2,dynamic,35,3,0.072790999999999995,small_step,10.627002547194913,0.00073179437436373534,178755.12924265605,1.1093639852567125e-12,7.5924988124385121e-18,19,28,10,19,9,9
levmar,autodiff,Eckerle4,start2,static,35,3,0.043955999999999995,small_step,10.627002547194913,0.00073179437436373534,178755.12924265605,1.1093639852567125e-12,7.5924988124385121e-18,19,28,10,19,9,9
levmar,autodiff,ENSO,start1,dynamic,168,9,3.550964,small_cost_reduction,6.744842094802987,394.26989334145594,0.0009659778620596187,3.1094707762246987e-06,1.8158694192807322e-07,39,75,36,39,35,4
levmar,autodiff,ENSO,start1,static,168,9,2.5975239999999999,small_cost_reduction,6.744842094802987,394.26989334145594,0.0009659778620596187,3.1094707762246987e-06,1.8158694192807322e-07,39,75,36,39,35,4
levmar,autodiff,ENSO,start2,dynamic,168,9,3.4544649999999999,small_cost_reduction,6.86041662469054,394.26989334145588,0.14139092263492667,8.8854658374711709e-07,7.3974452105778318e-08,40,77,37,40,36,4
levmar,autodiff,ENSO,start2,static,168,9,2.6026150000000001,small_cost_reduction,6.86041662469054,394.26989334145588,0.14139092263492667,8.8854658374711709e-07,7.3974452105778318e-08,40,77,37,40,36,4
levmar,autodiff,Gauss1,start1,dynamic,250,8,1.304719,small_step,8.7081460997661164,657.91112160168848,14826665439.902866,0.0082046967204405519,3.2474972584854303e-19,16,21,6,16,5,10
levmar,autodiff,Gauss1,start1,static,250,8,0.84827399999999997,small_step,8.7081460997661164,657.91112160168848,14826665439.902866,0.0082046967204405519,3.2474972584854303e-19,16,21,6,16,5,10
levmar,autodiff,Gauss1,start2,dynamic,250,8,1.5843610000000001,small_step,8.6483852700230699,657.91112160168825,308888863.33130968,0.010056837196771085,3.6125508580664951e-17,20,26,7,20,6,13
